Timestamp;a;b;q;d;hElAngle;hElvelocity
746000;637;445;309;1090;23502;42
747000;-19;621;376;475;25974;42
748000;-51;989;439;996;28338;42
749000;-355;557;494;228;30438;42
750000;-627;397;704;76;32678;42
751000;-659;509;591;302;-30758;42
752000;-563;925;361;899;-29614;42
753000;-819;1597;339;1579;-27726;42
754000;-1523;1389;776;1470;-25478;42
755000;-1619;1373;251;1703;-23115;42
756000;-1827;925;820;1459;-20082;42
757000;-963;29;684;729;-17578;42
758000;-787;-483;883;786;-15354;42
759000;-531;-483;737;641;-13114;42
760000;45;-307;358;338;-10734;42
761000;-291;-899;749;953;-8742;42
762000;-3;-707;600;786;-6550;42
763000;77;-867;370;711;-4465;42
764000;205;-883;394;810;-2102;42
765000;637;-675;463;1148;122;42
766000;653;-883;781;433;2298;42
767000;765;-1075;378;1038;4506;42
768000;941;-915;838;798;6730;42
769000;1005;-979;294;1191;8954;42
770000;1293;-531;516;1087;11178;42
771000;1085;-499;332;1026;13904;42
772000;605;-483;358;960;15906;42
773000;1021;141;169;475;18162;42
774000;605;13;166;596;20418;42
775000;317;29;195;649;22674;42
776000;125;93;212;609;24762;42
777000;61;701;336;1089;26950;42
778000;-51;797;398;827;29190;42
779000;-483;861;511;670;31290;42
780000;-563;1117;360;1233;-31866;42
781000;-899;1021;764;947;-29866;42
782000;-1203;1277;808;1403;-27426;42
783000;-1555;861;840;1234;-25617;42
784000;-1107;1149;1041;1129;-23254;42
785000;-1299;445;729;1147;-21030;42
786000;-1299;61;710;1070;-18950;42
787000;-1107;-83;726;1177;-16762;42
788000;-1155;-403;818;1160;-14522;42
789000;-995;-275;554;1109;-12422;42
790000;-835;-739;621;1314;-10042;42
791000;-435;-883;404;1080;-8018;42
792000;-195;-1315;706;1538;-5862;42
793000;-147;-1827;718;1735;-3638;42
794000;285;-1827;707;1713;-1414;42
795000;845;-1907;817;1678;810;42
796000;1325;-2083;967;1770;2878;42
797000;1821;-1811;1356;1644;5050;42
798000;1757;-1875;703;2021;7274;42
799000;1773;-1699;451;2030;9498;42
800000;1629;-1203;461;1625;12144;42
801000;1245;-467;404;1076;14714;42
802000;1261;13;396;687;16910;42
803000;973;-147;191;975;19118;42
804000;733;-35;139;964;21464;42
805000;685;429;465;1420;23882;42
806000;253;653;458;1151;26206;42
807000;-67;893;507;804;28426;42
808000;-467;701;588;872;30650;42
809000;-659;1181;575;1445;-32662;42
810000;-947;941;861;906;-30822;42
811000;-1235;1277;856;1004;-28726;42
812000;-1427;1181;1125;1104;-26652;42
813000;-1107;1437;5;1369;-24306;42
814000;-1251;781;571;1122;-22098;42
815000;-1171;381;679;1062;-19650;42
816000;-755;413;168;899;-17374;42
817000;-899;-67;559;951;-15308;42
818000;-787;-355;589;900;-12962;42
819000;-467;-211;141;463;-10754;42
820000;-419;-771;670;983;-8186;42
821000;-3;-931;585;783;-5846;42
822000;157;-1011;556;977;-3610;42
823000;589;-627;750;280;-1370;42
824000;557;-979;551;977;870;42
825000;717;-1155;531;1009;2354;42
826000;813;-1523;376;1712;4466;42
827000;1293;-1491;520;1616;6686;42
828000;1533;-1123;923;1496;8894;42
829000;1533;-1203;359;1646;11102;42
830000;1549;-899;449;1389;13670;42
831000;1565;109;1092;1409;16010;42
832000;1117;-67;459;1147;18246;42
833000;1069;429;757;1404;20486;42
834000;573;365;406;882;22586;42
835000;333;573;473;883;24750;42
836000;173;1117;721;1149;26906;42
837000;-131;1165;581;1141;29130;42
838000;-211;1341;525;1546;31354;42
839000;-643;1373;969;766;-31485;42
840000;-931;781;779;694;-29077;42
841000;-915;509;696;496;-26557;42
842000;-963;621;525;612;-24597;42
843000;-899;269;541;645;-22357;42
844000;-867;61;607;601;-20117;42
845000;-899;-3;382;632;-18842;42
846000;-1395;77;1179;1188;-16801;42
847000;-1203;-147;754;1389;-14561;42
848000;-963;-323;615;913;-12337;42
849000;-419;-467;506;1462;-9525;41
850000;-115;-755;529;796;-7165;41
851000;-3;-931;611;910;-4985;41
852000;205;-963;403;893;-2519;41
853000;349;-1059;518;949;-601;41
854000;669;-1203;575;1127;1591;41
855000;893;-1347;740;1364;3003;42
856000;1421;-1843;913;1780;4995;42
857000;2173;-1635;1315;1854;7219;42
858000;1901;-1955;445;2124;9427;42
859000;1901;-1123;613;1673;12523;41
860000;1197;-275;663;986;14967;41
861000;829;-99;385;804;17143;41
862000;621;61;330;676;19335;41
863000;525;77;150;620;21801;41
864000;573;349;302;657;23803;42
865000;173;541;384;714;26035;42
866000;-275;797;624;373;28243;42
867000;-291;973;551;860;30313;42
868000;-531;1005;667;816;32659;42
869000;-771;1309;622;1217;-30669;41
870000;-1107;1181;1182;698;-28473;41
871000;-1203;861;836;999;-26281;41
872000;-1107;861;273;1163;-24089;41
873000;-1187;221;884;792;-21897;41
874000;-1027;237;767;844;-19445;42
875000;-931;45;639;888;-17517;42
876000;-915;-275;714;832;-15309;42
877000;-739;-259;443;884;-13101;42
878000;-595;-307;345;894;-10893;42
879000;-227;-355;256;438;-8394;42
880000;-67;-947;591;778;-5865;42
881000;93;-947;493;778;-3649;42
882000;461;-1171;655;980;-1425;42
883000;573;-1075;627;920;660;42
884000;1101;-851;329;1439;2435;42
885000;1101;-1507;683;1478;4769;42
886000;1229;-1459;470;1522;6719;42
887000;1405;-1523;195;1750;8943;42
888000;1597;-1011;483;1482;11167;42
889000;1357;-819;270;1317;13679;42
890000;1037;-419;153;833;15987;42
891000;1277;45;622;1192;18207;42
892000;973;-35;197;1156;20431;42
893000;701;157;51;857;23387;42
894000;-51;333;352;212;25831;42
895000;13;1005;491;1058;28059;42
896000;-307;845;453;738;30299;42
897000;-787;669;845;70;32399;42
898000;-787;541;783;279;-30757;42
899000;-739;589;619;638;-29645;42
900000;-1107;1261;734;1208;-27721;42
901000;-1459;1421;707;1421;-25473;42
902000;-1539;1261;597;1628;-23388;42
903000;-1491;893;532;1301;-20077;42
904000;-899;13;555;722;-17573;42
905000;-595;-259;512;642;-15349;42
906000;-451;-291;434;590;-13249;42
907000;-179;-403;360;76;-10869;42
908000;-259;-531;440;810;-8749;42
909000;-19;-867;510;985;-6283;42
910000;109;-627;426;572;-4337;42
911000;461;-579;537;242;-2113;42
912000;637;-611;640;318;111;42
913000;605;-835;583;728;2311;42
914000;941;-787;705;796;4539;42
915000;893;-979;460;982;6639;42
916000;1197;-611;875;899;9019;42
917000;1117;-563;542;971;11259;42
918000;1181;-355;592;1014;13607;42
919000;1149;141;939;998;15743;42
920000;957;333;777;1037;18403;42
921000;1005;397;653;1159;20363;42
922000;301;317;242;325;22603;42
923000;253;397;280;600;24711;42
924000;141;605;312;536;26883;42
925000;237;1341;351;1490;29091;42
926000;29;1341;383;1505;31299;42
927000;-515;1389;388;1545;-32029;42
928000;-915;1421;662;1213;-29905;42
929000;-1283;1213;816;1243;-27701;42
930000;-1379;1101;755;1211;-25461;42
931000;-1427;925;686;1224;-23221;42
932000;-1267;429;687;1005;-20981;42
933000;-963;541;196;909;-18945;42
934000;-1251;-275;951;1113;-16785;42
935000;-1107;-19;575;1175;-14561;42
936000;-771;-3;30;574;-12337;42
937000;-691;-483;534;1053;-10252;42
938000;-243;-403;292;584;-8045;42
939000;-355;-1235;620;1436;-5873;42
940000;29;-1443;703;1040;-3649;42
941000;301;-1763;724;1743;-1564;42
942000;1069;-1587;514;1761;799;42
943000;1309;-1907;972;1693;2879;42
944000;1645;-1971;859;1894;5333;42
945000;1693;-1891;653;2018;7279;42
946000;1949;-1363;1154;1740;9503;42
947000;1469;-1267;20;1618;12327;42
948000;1261;-435;486;1147;14715;42
949000;733;-259;-29;944;16915;42
950000;941;-179;201;951;19123;42
951000;909;141;505;1338;21331;42
952000;573;237;195;821;23887;42
953000;221;605;435;718;26211;42
954000;-67;845;426;720;28431;42
955000;-291;989;578;843;30655;42
956000;-595;973;613;706;-32657;42
957000;-899;1053;891;880;-30817;42
958000;-1187;1117;940;1016;-28721;42
959000;-1091;1277;443;1564;-26509;42
960000;-1283;1085;882;1203;-24439;42
961000;-1203;845;636;1135;-22093;42
962000;-1219;541;435;1061;-19645;42
963000;-675;461;195;916;-17345;42
964000;-947;-51;517;981;-15260;42
965000;-643;-115;39;558;-12897;42
966000;-595;-451;647;867;-10673;42
967000;-83;-451;480;787;-8161;42
968000;-35;-867;581;587;-5829;42
969000;-83;-1187;609;1194;-3589;42
970000;429;-931;705;485;-1349;42
971000;477;-1219;424;1276;751;42
972000;733;-1091;583;946;2447;42
973000;1069;-1459;640;1440;4471;42
974000;1325;-1587;500;1623;6691;42
975000;1421;-1507;369;1655;8899;42
976000;1501;-1091;258;1432;12042;42
977000;893;-195;313;733;14614;42
978000;605;-51;339;542;17134;42
979000;477;29;175;532;19094;42
980000;493;413;466;728;21334;42
981000;-3;157;186;280;23574;42
982000;61;445;445;433;24914;42
983000;157;749;516;578;26890;42
984000;-99;1373;613;1787;29130;42
985000;-419;1357;629;1166;31354;42
986000;-963;1181;840;840;-31334;42
987000;-899;845;683;549;-28926;42
988000;-659;1053;171;897;-26698;42
989000;-755;477;445;792;-24178;42
990000;-899;269;646;609;-22218;42
991000;-611;269;38;606;-19978;42
992000;-819;-83;962;718;-18746;42
993000;-1187;29;843;1238;-16794;42
994000;-1315;-115;608;1199;-14550;42
995000;-755;-179;407;1210;-12326;42
996000;-771;-739;865;1424;-9418;41
997000;-131;-755;592;795;-7026;41
998000;221;-675;533;155;-4846;41
999000;205;-611;563;353;-2654;41
1000000;381;-1123;442;1023;-188;41
1001000;557;-1379;488;1249;1730;41
1002000;1005;-1347;707;1280;3034;42
1003000;1389;-1843;819;1830;4848;42
1004000;1949;-2035;915;2111;7214;42
1005000;2045;-1763;744;2040;9422;42
1006000;1805;-1443;341;1851;12518;41
1007000;1261;-291;632;1056;14962;41
1008000;749;-67;356;891;17138;41
1009000;813;93;633;1042;19330;41
1010000;765;285;487;832;21522;41
1011000;525;301;161;713;23798;42
1012000;189;573;335;644;26306;42
1013000;45;797;459;792;28238;42
1014000;-259;1037;454;911;30446;42
1015000;-563;1117;532;786;32654;42
1016000;-659;1517;564;1471;-30674;41
1017000;-1267;1005;925;943;-28478;41
1018000;-1283;1053;813;1035;-26423;41
1019000;-1139;813;631;990;-24094;41
1020000;-931;861;80;1004;-21902;41
1021000;-1235;221;884;853;-19722;42
1022000;-979;77;530;913;-17246;42
1023000;-915;13;539;951;-15314;42
1024000;-803;-147;431;1002;-13106;42
1025000;-595;-51;5;502;-10898;42
1026000;-419;-307;225;482;-8234;42
1027000;-67;-947;619;1031;-6034;42
1028000;157;-1059;593;1012;-3698;42
1029000;541;-803;740;337;-1490;42
1030000;637;-1507;507;1231;718;42
1031000;813;-1187;689;1120;2513;42
1032000;1133;-1395;650;1229;4758;42
1033000;1117;-1299;391;1340;7125;42
1034000;1485;-819;862;1115;9210;42
1035000;1085;-1091;-151;1298;11434;42
1036000;1245;-675;246;1209;13730;42
1037000;1133;-403;294;1119;15978;42
1038000;1293;-35;582;1456;18202;42
1039000;989;-67;238;1171;20426;42
1040000;797;317;261;1067;23292;42
1041000;125;637;430;569;25974;42
1042000;125;973;540;1065;28198;42
1043000;-355;605;517;368;30438;42
1044000;-595;509;552;262;-32718;42
1045000;-643;637;377;800;-30618;42
1046000;-659;781;583;399;-29614;42
1047000;-1107;1181;799;1191;-27871;42
1048000;-1491;1373;758;1534;-25478;42
1049000;-1635;1277;644;1511;-23254;42
1050000;-1747;797;984;1307;-19962;42
1051000;-931;-35;655;783;-17430;42
1052000;-579;-147;547;703;-15210;42
1053000;-435;-355;445;582;-12970;42
1054000;-163;-595;615;487;-10730;42
1055000;-83;-659;538;590;-8839;42
1056000;-131;-675;335;641;-6566;42
1057000;61;-739;515;834;-4342;42
1058000;237;-947;478;880;-2118;42
1059000;365;-931;419;835;106;42
1060000;557;-1059;416;988;2169;42
1061000;797;-1075;412;1081;4534;42
1062000;893;-1171;300;1136;6774;42
1063000;1085;-979;387;1015;9014;42
1064000;989;-995;1;1179;11114;42
1065000;1085;-483;354;1000;13602;42
1066000;973;-163;648;991;15878;42
1067000;525;-131;125;659;18118;42
1068000;637;93;410;1119;20358;42
1069000;493;253;229;660;22598;42
1070000;301;477;470;1242;24706;42
1071000;349;1053;463;1303;26878;42
1072000;221;1261;460;1522;29086;42
1073000;-211;1293;483;1154;31156;42
1074000;-595;989;723;800;-32034;42
1075000;-1011;1261;793;1121;-29766;42
1076000;-1331;1373;889;1181;-27690;42
1077000;-1491;1181;816;1329;-25450;42
1078000;-1411;973;815;1276;-23210;42
1079000;-1155;733;307;1095;-20970;42
1080000;-1331;-35;935;1042;-18946;42
1081000;-1203;13;765;1139;-16790;42
1082000;-899;285;113;1081;-14566;42
1083000;-931;-211;482;1077;-12342;42
1084000;-723;-499;488;1153;-10118;42
1085000;-467;-691;481;1044;-8176;42
1086000;-35;-1011;649;1573;-5878;42
1087000;205;-1187;685;1177;-3376;42
1088000;509;-1395;788;1201;-1569;42
1089000;509;-1875;720;1939;794;42
1090000;1325;-1939;977;1751;2874;42
1091000;1597;-1907;1230;1557;5050;42
1092000;1725;-2147;705;2163;7274;42
1093000;1837;-1747;542;1878;9498;42
1094000;1533;-1315;174;1634;12334;42
1095000;1213;-371;459;1177;14714;42
1096000;1069;-115;469;1011;16910;42
1097000;1133;253;660;1398;19118;42
1098000;893;381;341;886;21326;42
1099000;541;61;-26;525;23882;42
1100000;157;685;427;777;26206;42
1101000;13;925;578;1001;28426;42
1102000;-131;1405;526;1450;30650;42
1103000;-451;1405;498;1319;32735;42
1104000;-995;909;832;760;-30822;42
1105000;-1171;1213;940;1142;-28726;42
1106000;-1139;1325;264;1410;-26514;42
1107000;-1267;893;639;1107;-24306;42
1108000;-1219;877;571;1048;-22098;42
1109000;-1171;477;923;998;-19334;42
1110000;-1011;-3;662;930;-17511;42
1111000;-1059;-227;764;965;-15170;42
1112000;-723;-163;556;1062;-12824;42
1113000;-771;-547;832;1302;-10754;42
1114000;-387;-771;657;911;-8186;42
1115000;237;-611;505;405;-5846;42
1116000;125;-1267;583;1084;-3610;42
1117000;333;-1043;602;893;-1370;42
1118000;621;-899;337;1262;870;42
1119000;749;-1043;535;966;2438;42
1120000;1005;-1379;610;1405;4466;42
1121000;1293;-1459;609;1511;6686;42
1122000;1517;-1251;714;1582;8894;42
1123000;1453;-1187;357;1573;11102;42
1124000;1789;-771;881;1576;13634;41
1125000;1373;-435;515;1228;15790;41
1126000;1389;-19;629;1408;18114;41
1127000;1261;413;786;1584;20306;41
1128000;701;509;454;677;22498;41
1129000;397;653;606;991;24509;41
1130000;109;1149;700;1170;26806;41
1131000;-35;1181;660;1148;28982;41
1132000;-355;1261;578;1200;31158;41
1133000;-723;1293;764;1019;-31798;40
1134000;-835;1261;487;1216;-29228;40
1135000;-851;1229;312;1225;-27068;40
1136000;-899;1005;81;1132;-24908;40
1137000;-963;781;327;952;-22883;40
1138000;-947;381;338;783;-20588;40
1139000;-867;413;208;870;-18968;40
1140000;-1187;157;661;1233;-16964;40
1141000;-1315;-179;773;1385;-14796;40
1142000;-1187;-195;632;1399;-12636;40
1143000;-787;-579;504;1168;-9636;40
1144000;29;-579;474;1153;-7244;40
1145000;61;-931;575;806;-5112;40
1146000;301;-867;539;777;-2968;40
1147000;381;-1171;537;1088;-824;40
1148000;605;-1235;595;1120;1320;40
1149000;989;-1555;753;1423;2888;40
1150000;1645;-1635;1050;1951;4876;40
1151000;2029;-1827;947;1922;7044;40
1152000;1949;-2051;646;2094;9204;40
1153000;1965;-1363;550;1943;12360;41
1154000;1357;-131;870;1062;14816;41
1155000;573;-227;19;705;17125;41
1156000;653;29;274;691;19317;41
1157000;589;-35;88;648;21372;41
1158000;589;413;410;1021;23648;41
1159000;333;781;516;1060;25868;41
1160000;253;1021;436;927;27923;41
1161000;-99;925;490;926;30252;41
1162000;-499;1085;641;987;32444;41
1163000;-915;1165;844;856;-30828;41
1164000;-1059;1133;891;962;-28749;41
1165000;-1235;877;836;1060;-26420;41
1166000;-915;1085;162;1077;-24228;41
1167000;-835;701;108;977;-22173;41
1168000;-867;541;-39;858;-19856;42
1169000;-819;365;193;674;-17656;42
1170000;-915;-3;496;873;-15448;42
1171000;-787;77;215;528;-13240;42
1172000;-787;-419;482;1036;-11032;42
1173000;-451;-707;484;1019;-8368;42
1174000;-147;-931;614;955;-6168;42
1175000;125;-995;574;811;-3832;42
1176000;349;-1219;622;966;-1624;42
1177000;621;-1123;612;1082;584;42
1178000;861;-1315;662;1100;2384;42
1179000;1133;-1187;861;1117;4480;42
1180000;1229;-1395;505;1480;6708;42
1181000;1261;-1411;304;1459;8793;42
1182000;1325;-1203;194;1486;11156;42
1183000;1325;-659;381;1266;13844;42
1184000;1309;45;621;1052;15992;42
1185000;973;-355;-100;882;18212;42
1186000;637;-211;-89;697;20436;42
1187000;957;701;591;1341;23392;42
1188000;237;893;530;948;25836;42
1189000;-211;637;430;515;28064;42
1190000;-403;589;521;388;30304;42
1191000;-611;397;693;113;32544;42
1192000;-707;573;608;344;-30752;42
1193000;-531;829;204;920;-29640;42
1194000;-915;1469;466;1345;-27728;42
1195000;-1171;1341;1006;1242;-25484;42
1196000;-1523;1229;573;1538;-23260;42
1197000;-1443;829;522;1306;-20064;42
1198000;-835;-3;595;685;-17552;42
1199000;-563;-275;591;570;-15316;42
1200000;-355;-483;688;561;-13060;42
1201000;-163;-531;538;452;-10804;42
1202000;-83;-611;551;565;-8836;42
1203000;-67;-787;533;695;-6700;42
1204000;61;-867;508;828;-4476;42
1205000;205;-899;490;953;-2252;42
1206000;637;-627;634;422;-28;42
1207000;845;-787;778;496;2172;42
1208000;717;-1379;170;1383;4400;42
1209000;1133;-739;937;837;6640;42
1210000;1229;-675;805;1046;8880;42
1211000;1309;-515;986;1016;11120;42
1212000;1149;-659;302;1059;13576;42
1213000;925;-227;332;839;15888;42
1214000;797;-51;248;762;18128;42
1215000;589;13;188;644;20368;42
1216000;445;157;197;578;22608;42
1217000;269;541;247;503;24716;42
1218000;93;477;287;312;26888;42
1219000;-35;973;470;1399;29096;42
1220000;-99;1085;444;990;31304;42
1221000;-499;1021;600;878;-32162;42
1222000;-963;861;888;932;-29900;42
1223000;-1187;1069;924;1024;-27696;42
1224000;-1347;1037;768;1143;-25456;42
1225000;-1315;797;674;1139;-23216;42
1226000;-1267;493;782;966;-20976;42
1227000;-1123;269;705;1000;-18940;42
1228000;-1075;141;522;998;-16780;42
1229000;-915;-35;452;932;-14556;42
1230000;-627;125;236;805;-12332;42
1231000;-643;-531;442;1133;-10247;42
1232000;-355;-531;275;804;-7914;42
1233000;-51;-979;576;1178;-5451;42
1234000;253;-1155;667;966;-3644;42
1235000;509;-1283;716;1175;-1420;42
1236000;1037;-1507;1043;966;804;42
1237000;1133;-2019;793;2117;2872;42
1238000;1597;-1955;884;1878;5044;42
1239000;1757;-1971;628;1900;7268;42
1240000;1581;-1587;184;1964;9492;42
1241000;1709;-1379;324;1651;12328;42
1242000;1197;-419;419;1051;14720;42
1243000;861;-387;-48;858;16782;42
1244000;909;-99;119;904;19128;42
1245000;525;-3;-115;653;21336;42
1246000;557;285;262;838;24226;42
1247000;285;509;337;626;26216;42
1248000;-147;1069;515;847;28436;42
1249000;-291;1133;498;1094;30660;42
1250000;-595;1229;961;584;32745;42
1251000;-995;1101;808;814;-30824;42
1252000;-947;1565;544;1302;-28720;42
1253000;-1203;1069;808;1223;-26504;42
1254000;-1523;877;908;1077;-24434;42
1255000;-1315;781;534;1040;-22088;42
1256000;-1155;669;758;1035;-19640;42
1257000;-1011;61;597;895;-17479;42
1258000;-675;141;137;820;-15116;42
1259000;-803;-243;468;988;-12892;42
1260000;-275;-115;358;1208;-10668;42
1261000;-371;-835;722;1028;-8319;42
1262000;189;-675;532;887;-5836;42
1263000;141;-947;606;893;-3600;42
1264000;445;-1139;572;842;-1360;42
1265000;765;-691;891;402;880;42
1266000;621;-1299;380;1354;2448;42
1267000;1069;-1459;541;1400;4464;42
1268000;1261;-1603;533;1601;6542;42
1269000;1453;-1523;398;1639;8888;42
1270000;1597;-1347;242;1540;11234;42
1271000;1645;-819;601;1503;13664;42
1272000;1325;-419;421;1237;16004;42
1273000;1085;-115;288;1107;18240;42
1274000;1021;189;615;1265;20480;42
1275000;765;589;265;549;22720;42
1276000;237;685;531;855;24744;42
1277000;93;1037;710;1049;26900;42
1278000;-115;1133;565;1045;29124;42
1279000;-307;1309;614;1314;31348;42
1280000;-675;1277;654;1035;-31491;42
1281000;-931;861;775;714;-29083;42
1282000;-947;877;621;617;-26703;42
1283000;-947;637;511;710;-24603;42
1284000;-819;589;531;742;-22363;42
1285000;-1107;253;805;632;-20123;42
1286000;-979;-323;985;806;-18573;42
1287000;-1267;-35;1087;1366;-16934;42
1288000;-1299;-195;526;1225;-14551;42
1289000;-819;-35;273;896;-12327;42
1290000;-595;-515;222;587;-9527;41
1291000;-99;-563;477;600;-7294;41
1292000;-19;-835;473;901;-4975;41
1293000;173;-1059;491;977;-2783;41
1294000;397;-1107;488;742;-591;41
1295000;573;-1139;671;556;1601;41
1296000;925;-1363;557;1619;3001;42
1297000;1565;-1939;929;1879;5557;42
1298000;1821;-2003;756;2100;7213;42
1299000;1981;-1731;651;2026;9421;42
1300000;1837;-1235;546;1759;12517;41
1301000;1229;-179;855;1159;14961;41
1302000;861;269;778;1042;17137;41
1303000;813;61;317;881;19329;41
1304000;445;221;246;320;21521;41
1305000;381;205;145;618;23797;42
1306000;157;557;298;621;26029;42
1307000;77;669;410;719;28237;42
1308000;-307;1005;508;736;30445;42
1309000;-579;1085;636;802;32653;42
1310000;-963;1245;657;1376;-30675;41
